distance_km,driver_rating,acceptance_rate,avg_response_time_sec,completed_trips,eta_minutes,price_estimate,match_score
0.51,3.52,0.729,81.9,1687,1.0,4309,0.5986
0.29,4.93,0.568,29.6,135,1.0,3743,0.7945
0.32,4.65,0.54,19.4,614,1.0,2914,0.7992
2.92,3.97,0.965,76.2,1968,4.12,23376,0.7347
0.2,4.36,0.518,85.1,1916,1.2,2590,0.7013
0.56,4.2,0.911,79.0,1816,1.94,6401,0.7046
1.19,3.85,0.801,104.5,368,1.0,12230,0.6265
1.86,3.52,0.517,32.0,1087,1.0,27472,0.6862
0.2,3.97,0.869,8.5,1164,3.0,2064,0.9059
1.82,3.28,0.538,48.2,260,2.82,18114,0.4772
3.37,4.53,0.903,81.4,705,10.17,31625,0.7952
0.41,4.1,0.881,66.0,1027,1.79,5194,0.793
2.68,3.27,0.546,105.0,996,9.49,24730,0.4059
0.8,4.83,0.535,29.5,892,1.63,6838,0.7612
2.42,3.76,0.527,23.3,599,7.86,22661,0.569
1.78,4.24,0.702,88.2,1851,2.2,15234,0.6912
3.01,4.56,0.501,41.4,1852,7.99,25419,0.7829
2.07,3.88,0.644,6.7,1553,3.12,22823,0.7213
1.8,4.66,0.676,112.8,890,5.07,23861,0.7257
0.87,5.0,0.857,110.7,1858,1.46,10878,0.8432
3.26,4.72,0.68,94.7,1615,7.33,32363,0.7171
4.36,4.94,0.776,30.4,513,12.95,42203,0.7583
1.37,3.56,0.677,75.0,746,3.97,14003,0.6386
8.36,4.03,0.632,70.2,281,20.6,99914,0.4276
10.46,4.41,0.956,43.9,1031,29.4,88038,0.7053
4.1,4.98,0.635,95.9,863,8.35,47949,0.7802
2.69,4.07,0.93,5.2,416,8.03,35102,0.7727
0.22,4.49,0.922,107.8,712,2.37,2343,0.7497
0.39,4.6,0.831,18.0,872,1.0,5332,0.9349
0.54,3.43,0.779,13.7,1324,3.15,6796,0.675
13.2,3.1,0.957,56.9,314,30.54,152720,0.256
2.06,3.82,0.502,113.7,88,2.01,22825,0.4494
1.66,4.07,0.731,49.1,615,4.71,24021,0.7059
5.68,3.19,0.797,22.9,1345,10.4,52520,0.5673
0.69,3.13,0.605,94.2,510,1.12,8838,0.4804
1.53,4.89,0.709,65.2,1555,1.12,19355,0.781
1.53,4.1,0.892,26.0,175,5.29,13795,0.6979
1.34,3.21,0.985,87.4,1842,1.47,10794,0.5381
3.68,3.8,0.943,82.7,509,11.01,47700,0.6336
3.37,3.77,0.571,71.6,1858,11.47,43564,0.6139
1.48,3.61,0.657,100.5,375,2.96,13306,0.5233
0.75,4.39,0.888,102.3,694,5.62,10297,0.7746
5.19,3.58,0.785,86.0,792,13.45,51665,0.5356
5.35,4.71,0.931,13.4,1761,12.72,67509,0.8175
3.74,4.83,0.894,36.6,398,11.74,56009,0.7612
4.27,4.71,0.836,19.1,1571,12.59,46696,0.9129
0.65,4.24,0.674,109.8,34,1.0,5385,0.6261
1.61,4.42,0.766,28.9,292,2.59,22905,0.8092
3.25,4.33,0.532,98.8,622,9.53,28645,0.6796
2.86,3.27,0.893,103.2,202,4.49,38000,0.4546
5.65,3.09,0.859,13.1,1386,12.01,66721,0.5361
5.29,4.95,0.681,9.8,103,9.87,46750,0.7483
2.76,4.43,0.936,78.9,1304,7.15,37706,0.6757
1.06,3.11,0.842,114.7,534,4.99,9622,0.5509
2.45,4.49,0.868,85.9,1741,6.45,35587,0.7495
2.2,3.99,0.741,44.9,436,1.82,32254,0.6681
0.44,4.48,0.786,22.9,1678,1.0,5139,0.84
2.72,3.26,0.851,40.1,897,6.93,34573,0.6582
1.82,3.13,0.527,63.7,193,3.14,24624,0.4801
0.75,4.64,0.856,22.2,862,1.86,8961,0.8008
1.15,4.1,0.789,59.2,1895,1.0,14438,0.7436
0.96,3.07,0.504,59.8,838,5.29,7722,0.4856
0.58,3.59,0.829,119.1,1945,4.5,6510,0.5442
0.2,4.65,0.941,9.1,827,1.0,1779,0.8375
1.69,4.79,0.807,52.8,1916,3.92,17047,0.8772
0.63,4.72,0.645,77.0,990,4.66,7726,0.7863
2.69,4.32,0.62,44.1,1376,5.76,32629,0.7372
2.05,4.86,0.655,19.4,1319,5.76,18033,0.8452
5.21,4.96,0.854,104.0,1045,12.14,68607,0.7759
2.63,4.18,0.752,106.0,53,10.16,37641,0.5409
0.2,3.78,0.81,96.9,1500,1.0,2108,0.628
1.88,4.2,0.828,112.2,1146,2.5,27989,0.6645
0.2,4.22,0.808,45.9,823,2.83,2229,0.7836
1.29,4.24,0.637,117.2,793,4.35,14330,0.641
2.63,3.44,0.562,49.6,1793,6.44,28492,0.5653
4.4,3.17,0.626,62.7,1781,9.43,62491,0.5254
3.16,3.37,0.523,51.2,1507,3.93,36693,0.5597
3.0,3.49,0.915,87.1,1109,8.44,41330,0.6336
9.68,4.21,0.909,39.2,228,24.05,136770,0.6009
0.97,4.09,0.965,78.7,1369,4.88,11454,0.7121
4.26,4.77,0.537,116.1,1159,12.56,62042,0.6255
1.56,3.04,0.953,18.8,1661,1.86,20076,0.7111
2.01,3.12,0.705,43.8,1060,1.0,18065,0.6433
2.0,3.96,0.729,106.7,1198,4.16,22908,0.6287
4.41,3.75,0.729,102.0,400,12.01,49380,0.4958
0.2,4.07,0.988,30.9,197,1.0,2948,0.7417
0.74,4.58,0.508,72.6,1379,1.0,6719,0.8195
1.73,3.92,0.803,110.6,1035,5.25,24645,0.6436
11.89,4.2,0.63,103.6,952,28.17,124775,0.4933
0.2,3.76,0.995,73.5,940,1.0,2362,0.7069
1.01,4.3,0.811,86.1,1378,4.01,11655,0.8125
2.09,3.17,0.508,43.2,177,6.5,31189,0.4523
1.61,3.24,0.847,53.2,1363,2.93,19556,0.5967
0.36,4.26,0.753,83.1,1816,1.02,4997,0.8133
4.96,4.24,0.95,71.8,49,15.27,55509,0.6392
2.5,4.3,0.889,47.5,1252,3.14,28084,0.8482
4.67,3.09,0.864,53.5,1417,9.94,42989,0.554
0.72,4.26,0.609,47.8,569,1.0,9968,0.6861
0.64,4.95,0.918,63.0,258,1.0,7918,0.8164
8.38,3.67,0.989,42.4,317,14.76,79497,0.5896
0.82,3.03,0.797,69.7,685,1.0,7589,0.5092
8.51,3.48,0.588,27.2,313,17.21,110988,0.4927
6.17,4.31,0.823,15.6,1468,13.55,73112,0.7394
9.39,3.91,0.861,114.5,1342,25.14,139619,0.5264
6.81,4.69,0.581,83.4,797,17.57,73818,0.6372
8.06,4.79,0.612,102.5,1222,16.2,83139,0.6108
6.6,3.74,0.735,68.2,724,17.26,65043,0.5641
1.44,4.99,0.903,114.6,469,7.11,19700,0.7128
3.48,4.76,0.925,65.9,526,3.88,50375,0.8196
0.48,3.08,0.867,107.6,1470,1.0,4346,0.505
2.16,3.17,0.511,6.9,850,2.63,20333,0.6566
0.38,4.67,0.772,36.4,1658,1.0,4480,0.8663
3.51,4.47,0.611,29.4,171,7.01,36397,0.6292
0.44,4.89,0.936,102.6,843,1.0,4443,0.8559
6.28,4.81,0.848,80.2,1901,11.3,53451,0.6613
0.22,3.28,0.963,53.8,1778,1.0,2879,0.6652
1.44,4.8,0.896,107.8,1348,4.73,14275,0.7839
9.74,3.37,0.771,93.1,678,21.09,122673,0.3332
4.2,3.99,0.808,53.3,1870,11.67,44874,0.6338
3.63,4.77,0.534,116.6,167,8.79,37981,0.566
2.88,4.06,0.813,37.2,925,8.15,23052,0.7504
0.32,3.62,0.528,52.8,117,2.73,3078,0.5537
1.44,3.61,0.757,21.8,205,2.97,15932,0.775
3.48,3.55,0.931,53.9,1572,5.99,47424,0.5827
0.2,3.02,0.614,101.8,358,1.0,1780,0.42
11.02,4.12,0.742,29.6,753,24.11,131949,0.5844
10.54,3.59,0.539,53.2,404,24.58,144030,0.4078
2.05,4.21,0.647,57.8,1075,7.37,25668,0.8337
0.2,4.07,0.943,10.2,460,1.66,2128,0.7139
1.13,4.25,0.557,109.4,967,6.0,16013,0.688
0.2,4.27,0.707,57.1,569,1.0,1974,0.7375
0.2,4.13,0.609,20.9,82,1.0,2322,0.6833
2.58,4.62,0.96,74.0,1058,4.96,23563,0.7591
1.74,4.87,0.833,74.7,1377,4.08,16503,0.8115
10.13,3.59,0.763,58.7,1967,24.38,109780,0.4673
9.24,4.83,0.877,71.4,1481,25.54,112978,0.7156
1.02,3.31,0.741,63.2,924,3.52,14565,0.5334
0.55,4.92,0.798,37.4,1490,1.0,8181,0.8872
0.37,3.99,0.848,80.4,1456,3.34,3883,0.7655
1.71,3.19,0.725,62.5,36,1.37,22099,0.4574
4.75,4.91,0.702,61.3,1762,11.81,64335,0.8059
0.2,3.16,0.549,22.8,1318,1.09,2234,0.6544
4.57,4.57,0.995,9.3,154,13.19,48922,0.7611
2.75,4.83,0.71,103.2,642,7.03,27246,0.759
4.23,3.37,0.803,73.7,536,7.58,62817,0.4008
5.63,3.2,0.547,82.4,584,10.11,68261,0.301
1.0,3.53,0.811,62.0,1495,1.81,11792,0.541
5.42,4.96,0.859,14.9,707,14.47,58405,0.7744
3.8,4.47,0.875,20.2,837,9.43,47359,0.7114
1.6,4.71,0.937,67.6,645,4.01,15434,0.8326
0.95,3.57,0.704,112.0,1007,3.49,13108,0.6019
2.9,3.13,0.678,51.0,706,7.48,23504,0.5724
2.7,4.21,0.742,92.7,1745,9.5,27839,0.7146
2.83,3.0,0.898,60.9,1402,7.05,31261,0.5468
1.08,4.89,0.784,69.6,1027,2.57,15973,0.8982
0.2,4.5,0.967,112.7,1180,1.3,1821,0.7898
0.2,4.75,0.768,115.3,538,1.0,2117,0.7327
0.67,4.9,0.59,93.1,458,1.35,8003,0.6096
4.25,3.76,0.965,80.7,1513,11.37,57974,0.6931
3.05,4.54,0.79,60.2,806,3.54,40305,0.6752
5.11,4.33,0.785,22.4,582,13.19,63063,0.6223
0.2,4.43,0.793,19.2,675,1.0,2684,0.827
0.28,4.43,0.699,69.0,256,2.28,3543,0.7607
0.67,3.78,0.984,13.2,1724,1.0,6777,0.7797
2.02,4.01,0.535,77.4,689,3.73,20205,0.5663
4.57,4.65,0.676,43.1,872,10.28,41069,0.7052
2.47,4.65,0.772,100.9,347,6.6,25981,0.6652
2.22,3.08,0.765,43.4,1392,7.9,23994,0.6028
0.68,3.88,0.78,52.3,992,1.0,6633,0.8507
0.21,4.18,0.912,58.1,1261,1.0,1855,0.7817
1.4,3.21,0.562,66.0,1223,4.99,16430,0.5806
0.21,4.29,0.958,99.1,1444,1.0,2328,0.7236
1.67,4.69,0.803,77.5,1519,1.0,15702,0.6663
0.48,3.08,0.505,92.5,365,3.76,5711,0.3858
1.32,4.9,0.698,7.5,700,3.46,16991,0.8999
3.63,4.94,0.59,63.5,1795,8.64,41863,0.8246
3.47,4.21,0.703,92.6,2,9.57,46929,0.5579
2.92,3.41,0.859,11.4,1693,6.53,27228,0.5981
4.69,3.81,0.643,43.1,1245,11.84,45244,0.6639
13.85,3.44,0.63,8.4,391,29.71,114577,0.3118
1.76,4.82,0.694,13.0,686,3.59,15764,0.8224
1.23,3.73,0.567,16.1,160,3.93,18354,0.6369
2.63,3.33,0.991,86.9,1960,9.74,22328,0.627
4.16,3.16,0.831,27.8,1418,9.38,61586,0.6453
1.23,3.77,0.996,77.7,938,3.57,11013,0.6524
0.51,3.74,0.749,50.8,1962,4.0,4938,0.6674
5.88,4.29,0.958,118.5,57,13.47,78635,0.5382
2.91,4.36,0.872,29.1,1058,5.41,41185,0.8131
0.2,4.02,0.953,30.2,289,1.0,2483,0.786
8.14,3.44,0.893,69.3,1473,20.93,103419,0.5044
2.0,4.78,0.523,113.8,583,4.9,22750,0.7007
3.4,3.27,0.693,54.2,1337,6.94,43424,0.659
1.48,4.11,0.746,117.7,771,2.07,13197,0.6616
7.5,4.32,0.792,109.8,1855,17.81,66298,0.6165
6.57,3.72,0.835,65.8,338,16.47,52593,0.4805
2.9,4.87,0.508,6.9,1895,8.98,34003,0.816
4.19,4.68,0.621,50.7,1306,8.45,57725,0.7109
0.73,4.89,0.964,57.1,668,2.62,6350,0.9583
2.77,4.49,0.759,14.4,888,6.07,24226,0.7865
0.82,4.76,0.864,100.4,1289,4.01,11809,0.8749
2.11,4.74,0.557,47.7,273,3.58,19274,0.675
3.09,3.5,0.584,108.7,839,5.06,40416,0.554
1.29,4.86,0.741,45.9,710,1.78,11684,0.7971
1.17,3.55,0.904,62.8,1529,8.51,13488,0.664
1.35,3.53,0.861,31.8,925,2.42,17613,0.7006
2.39,3.1,0.647,17.5,546,8.04,35172,0.4949
0.52,4.54,0.853,16.7,143,1.0,7556,0.772
6.16,4.38,0.693,29.5,1543,14.09,52405,0.659
0.45,4.79,0.734,118.3,1209,1.0,5902,0.7304
10.9,4.76,0.51,39.0,1801,26.86,158258,0.5403
15.0,3.7,0.533,113.2,43,38.01,175819,0.2256
1.31,4.67,0.732,61.4,986,2.68,17229,0.8492
3.02,3.69,0.868,63.0,1794,12.54,38129,0.651
0.2,3.95,0.518,108.5,1757,2.08,2499,0.5513
2.22,4.45,0.957,9.8,820,5.8,23838,0.8082
2.23,4.0,0.989,106.8,169,6.68,23057,0.5983
1.11,3.63,0.743,95.6,782,4.25,9344,0.542
0.2,4.18,0.839,71.6,999,1.0,1758,0.7631
0.31,4.65,0.803,81.1,72,1.0,3083,0.7579
2.21,4.16,0.64,100.2,803,5.84,17788,0.6369
1.67,4.41,0.73,49.6,232,5.14,14422,0.6682
5.19,4.48,0.62,5.4,8,12.51,69869,0.6945
7.1,3.5,0.924,116.4,993,17.28,96037,0.497
3.35,4.42,0.534,30.0,14,6.23,35877,0.6666
2.35,4.39,0.756,59.2,814,5.95,30601,0.7686
5.27,4.05,0.549,33.0,108,11.54,67478,0.5904
0.87,4.65,0.533,46.4,341,4.5,8502,0.6969
5.0,3.56,0.623,47.5,400,8.78,45658,0.5264
1.51,3.04,0.776,49.1,314,5.66,13818,0.5053
0.36,4.47,0.861,81.0,1056,3.22,4316,0.8763
4.41,3.63,0.681,67.0,1186,10.47,39202,0.5394
0.91,4.08,0.678,41.8,1168,1.0,7537,0.7283
2.04,4.62,0.901,59.3,386,1.74,16617,0.7357
2.93,3.27,0.856,87.8,1308,5.69,31756,0.5461
3.95,4.57,0.958,46.1,1266,11.64,38034,0.729
2.04,4.02,0.923,7.5,890,1.0,27253,0.787
1.87,3.15,0.587,100.8,817,7.56,21473,0.4314
2.56,4.66,0.965,116.9,178,7.8,35247,0.6981
6.03,4.64,0.906,49.1,206,15.14,86319,0.6636
9.11,3.64,0.632,94.2,232,20.1,96395,0.2356
3.1,3.86,0.815,19.2,131,8.84,39181,0.5927
0.82,4.91,0.618,63.6,445,1.62,8249,0.788
5.67,4.82,0.839,109.3,1201,12.52,52296,0.6256
2.2,4.07,0.853,56.5,743,4.37,31701,0.7304
14.99,3.25,0.999,97.4,890,36.62,220865,0.3527
0.67,3.57,0.9,63.3,1953,2.78,7083,0.681
0.6,3.15,0.504,98.6,190,3.53,7722,0.4809
14.59,4.29,0.922,76.5,360,37.24,127320,0.4535
6.31,4.81,0.661,41.9,1776,14.08,61011,0.8221
15.0,3.83,0.783,39.1,855,31.37,202115,0.4367
2.06,4.98,0.631,20.6,449,4.2,22532,0.7805
8.26,3.55,0.554,84.9,1817,20.53,106563,0.4045
6.63,3.7,0.583,100.1,1419,16.76,62602,0.4127
3.54,4.95,0.701,95.9,1148,5.49,52288,0.8248
0.2,4.62,1.0,50.3,936,2.18,2347,0.8424
4.59,4.67,0.832,75.0,1076,12.6,43519,0.7708
2.35,3.73,0.983,114.2,982,1.81,21833,0.5181
0.34,4.53,0.531,118.6,327,1.0,2771,0.6271
1.36,4.95,0.734,84.7,1032,3.77,16479,0.8626
0.23,4.2,0.789,32.7,1329,1.09,3384,0.7461
0.79,4.58,0.675,112.3,848,1.48,11690,0.73
4.1,3.62,0.61,17.3,341,10.94,32892,0.4463
0.29,3.9,0.727,79.6,546,1.0,4105,0.7135
1.9,4.04,0.915,55.9,1755,4.45,19927,0.7639
0.68,3.35,0.704,119.5,1338,2.39,8780,0.5373
0.2,4.81,0.874,7.6,481,1.0,2948,0.8567
4.65,3.93,0.986,56.9,600,11.53,59961,0.5961
1.56,4.85,0.746,94.1,1218,4.47,17591,0.7883
0.3,4.28,0.642,73.3,338,1.0,3483,0.6921
0.76,3.93,0.649,80.2,645,4.9,9502,0.744
1.75,4.69,0.683,54.8,1311,5.98,19965,0.7546
1.39,4.79,0.798,81.4,839,4.63,18664,0.7945
4.22,3.05,0.975,30.2,1806,6.61,34537,0.6271
1.06,4.71,0.611,20.8,1257,3.21,12452,0.872
0.72,3.8,0.587,112.5,921,5.12,7450,0.6259
1.82,3.62,0.989,60.3,518,4.44,23431,0.5953
0.2,4.8,0.526,48.5,286,1.0,2854,0.8006
7.52,3.68,0.982,86.6,1492,17.1,71712,0.5712
3.96,3.51,0.883,112.6,1958,8.65,44590,0.5303
1.78,4.81,0.618,36.9,1289,5.48,14555,0.7478
6.08,4.43,0.656,88.6,1385,16.24,88517,0.6454
0.29,4.28,0.512,45.5,1006,1.0,2560,0.8297
0.48,3.55,0.794,64.5,101,1.0,5267,0.5226
2.23,3.41,0.949,59.0,487,6.64,19134,0.6381
0.23,3.79,0.529,64.7,1093,1.0,2841,0.638
0.87,4.44,0.597,59.4,1060,2.41,8009,0.7824
4.78,3.45,0.814,90.7,1997,11.69,51007,0.4975
6.46,4.17,0.742,76.6,524,16.65,81769,0.5805
4.07,4.24,0.869,21.6,362,6.53,43190,0.7584
0.61,4.52,0.791,93.3,815,1.44,8629,0.7954
2.88,4.26,0.587,21.4,112,3.1,25495,0.6509
2.78,3.18,0.909,23.7,344,9.29,36040,0.5371
2.33,4.96,0.541,50.5,16,3.64,28204,0.7299
0.3,4.71,0.95,89.8,172,2.36,2521,0.6766
0.8,3.69,0.688,60.6,1763,1.12,9196,0.7004
1.37,3.47,0.823,115.1,1160,5.5,11799,0.54
5.06,3.83,0.898,84.8,896,10.86,41024,0.533
1.4,3.64,0.585,46.9,1764,2.0,17786,0.6806
0.2,4.5,0.626,31.0,1228,1.0,2103,0.7196
0.47,4.66,0.84,40.7,1435,2.91,5603,0.8485
2.8,3.41,0.638,105.6,257,9.08,23000,0.39
0.38,4.73,0.598,79.1,1458,1.0,4476,0.8129
2.14,3.55,0.604,86.9,1706,3.16,22176,0.5079
5.85,4.15,0.749,42.5,1127,13.26,84324,0.7022
5.18,3.57,0.64,38.8,1872,11.11,58540,0.548
1.65,3.4,0.687,52.2,148,5.11,23713,0.6103
0.2,4.33,0.749,35.5,1555,2.13,2370,0.857
0.98,3.35,0.547,23.8,793,2.22,13509,0.6056
3.52,4.89,0.85,6.5,1473,6.0,38464,0.8939
0.57,3.53,0.731,87.8,1318,3.75,4951,0.6514
4.17,4.83,0.981,83.6,1910,11.27,48877,0.816
0.2,3.2,0.824,89.0,1955,1.56,2684,0.5923
0.2,3.82,0.588,26.2,103,1.0,2396,0.6493
1.93,3.91,0.903,38.4,1158,7.19,25486,0.6489
8.2,4.3,0.696,106.1,1850,20.41,114425,0.5324
1.82,4.85,0.915,97.4,52,4.46,24718,0.7342
0.2,4.67,0.744,16.4,1939,1.99,2342,0.944
0.46,3.44,0.783,68.5,1045,2.15,4714,0.676
3.91,4.77,0.897,67.6,510,11.82,54714,0.6299
0.2,3.96,0.519,83.8,15,1.42,2164,0.5496
2.96,3.08,0.579,71.8,1223,6.3,24941,0.5157
9.31,4.65,0.503,92.8,1074,22.1,128039,0.5506
5.88,3.09,0.868,118.2,1975,12.64,62204,0.4218
2.42,3.87,0.515,48.2,1897,5.83,35737,0.7069
0.53,3.48,0.783,83.8,1087,1.0,4976,0.6603
1.78,4.56,0.97,106.9,783,3.1,26463,0.6849
2.23,3.53,0.668,44.0,2,4.36,31092,0.5257
4.02,3.76,0.705,71.1,4,5.11,35457,0.4877
6.59,4.76,0.883,112.1,939,18.47,96307,0.7544
3.94,3.07,0.767,93.1,1422,7.13,48512,0.4593
1.12,3.6,0.867,31.2,1317,3.74,13233,0.7407
3.2,3.74,0.833,42.5,379,5.74,31199,0.669
6.88,3.65,0.696,98.9,232,16.49,58976,0.3486
7.39,4.78,0.507,67.6,1265,20.23,93426,0.6934
1.78,4.9,0.903,6.3,1876,3.66,16324,0.9212
7.72,4.09,0.878,32.1,1070,19.35,101385,0.6762
3.81,4.3,0.64,36.5,1346,8.88,55290,0.7204
1.81,4.95,0.676,77.9,1860,1.18,22878,0.8476
1.09,4.8,0.658,50.2,234,1.0,14734,0.7835
6.65,4.58,0.701,88.1,1456,14.5,89210,0.7817
6.54,3.86,0.954,14.6,439,15.21,95758,0.6105
0.89,3.81,0.951,88.1,535,1.0,9799,0.6473
0.47,4.79,0.993,11.9,1931,1.11,6375,0.8955
2.79,3.62,0.707,38.7,1382,9.35,38169,0.6392
2.86,4.36,0.905,119.1,207,6.91,41171,0.5777
0.5,4.86,0.705,111.6,1317,1.0,6893,0.8966
5.22,4.14,0.955,33.7,252,13.38,71930,0.6999
2.4,4.09,0.916,67.0,1516,2.43,30650,0.775
4.04,4.24,0.62,5.1,958,7.87,53983,0.713
11.76,3.97,0.731,112.4,114,27.97,138808,0.2941
2.04,4.31,0.605,73.6,382,2.87,28753,0.6466
3.89,4.0,0.733,40.5,1005,12.42,53637,0.5406
2.99,3.42,0.879,47.0,1765,7.8,37308,0.5968
1.48,3.64,0.561,90.2,142,5.55,14159,0.4925
1.93,4.14,0.582,106.6,1473,5.63,27836,0.6413
1.92,3.34,0.912,68.5,291,6.44,22611,0.6195
0.24,4.46,0.541,90.4,1043,1.0,2350,0.7327
2.06,3.14,0.702,48.5,520,5.99,20620,0.545
6.51,3.25,0.97,93.6,256,17.56,63446,0.3723
6.12,3.74,0.684,114.4,1779,14.11,57281,0.4891
0.2,3.14,0.579,28.7,1539,2.7,2098,0.552
2.77,3.91,0.883,119.3,1723,7.99,25668,0.653
0.41,4.08,0.95,45.0,587,1.44,5233,0.7148
6.6,4.23,0.738,102.2,1995,13.86,94051,0.6637
0.46,3.88,0.526,27.7,1841,1.0,5629,0.7896
10.67,4.78,0.916,114.6,1490,25.69,133781,0.716
8.16,4.4,0.696,100.0,1983,22.6,115003,0.5154
1.37,3.7,0.956,61.7,1984,4.15,15828,0.6716
0.38,4.9,0.545,49.1,1983,1.0,4710,0.8225
0.42,3.1,0.564,45.4,713,1.0,4793,0.4951
8.55,4.14,0.983,42.5,1603,18.06,90129,0.7144
4.07,3.11,0.686,78.9,550,11.77,45403,0.3852
6.0,4.13,0.952,13.1,1957,13.54,62254,0.7326
0.3,4.79,0.821,107.9,1810,1.0,3978,0.8161
9.24,3.74,0.779,115.7,370,24.36,81717,0.3897
2.54,3.8,0.935,45.1,1392,3.85,30271,0.6444
4.48,4.13,0.774,34.7,729,8.07,42928,0.5723
4.37,3.01,0.885,47.6,1141,10.26,48766,0.5597
7.91,4.66,0.58,43.4,1135,20.89,69284,0.645
0.47,4.24,0.956,77.3,1941,1.0,6049,0.8159
7.58,4.93,0.528,116.9,826,22.82,103549,0.6341
6.49,4.55,0.912,46.2,1061,14.95,60240,0.7506
3.5,4.13,0.799,58.5,747,8.41,48539,0.6794
1.5,3.64,0.581,80.6,1884,2.94,18693,0.6132
1.77,4.77,0.794,99.4,1790,1.47,22913,0.8232
0.29,3.57,0.988,91.8,895,3.93,3547,0.6574
4.23,3.16,0.593,119.1,909,8.41,47868,0.5257
1.71,3.71,0.843,63.6,1706,3.44,18772,0.6125
1.59,3.31,0.56,114.5,1952,1.94,18672,0.4516
1.49,4.1,0.653,38.1,1560,1.28,15282,0.6595
0.7,3.92,0.633,115.3,1261,1.95,6488,0.6225
6.28,4.47,0.861,113.0,907,14.19,55293,0.5528
4.13,4.48,0.579,54.8,1942,8.65,58141,0.748
3.07,3.86,0.925,67.6,475,4.93,25484,0.5484
9.38,3.08,0.542,103.1,1425,22.1,117050,0.3212
5.0,4.45,0.569,119.1,1392,11.18,40935,0.6023
1.03,3.22,0.894,63.4,419,2.37,14983,0.5741
4.56,4.1,0.701,20.5,1709,7.49,57372,0.6922
2.35,3.99,0.996,51.4,825,5.62,32985,0.6559
1.34,4.72,0.617,13.2,729,1.0,12608,0.7888
2.74,4.53,0.738,44.0,1867,7.4,39945,0.7242
3.84,3.03,0.808,21.2,1291,9.48,51734,0.5747
4.84,3.22,0.847,94.5,569,12.61,60115,0.542
6.91,3.85,0.598,9.3,1496,17.08,59275,0.6567
0.38,3.96,0.806,81.8,1140,1.0,5550,0.6176
3.08,4.98,0.62,11.5,1801,6.02,45797,0.8048
5.8,3.42,0.758,35.9,606,17.09,62110,0.5038
4.03,4.58,0.843,29.2,1317,9.75,32457,0.7603
1.4,3.8,0.815,115.3,1817,1.0,16961,0.561
0.2,4.69,0.781,92.7,1547,1.0,1613,0.7544
7.03,3.91,0.99,118.4,478,16.11,103240,0.4693
2.27,4.39,0.833,52.9,884,2.04,24336,0.7496
1.38,4.2,0.74,66.2,1921,1.72,19461,0.6884
4.98,3.04,0.988,116.8,1230,7.32,60236,0.5259
1.19,4.06,0.539,93.4,979,2.25,15194,0.6523
0.2,4.05,0.659,14.6,541,2.03,2025,0.703
2.86,3.5,0.623,80.6,373,4.22,35113,0.5912
2.87,4.79,0.607,23.9,740,6.65,41634,0.8311
1.79,4.06,0.815,100.0,1797,1.4,25768,0.6964
6.23,3.41,0.519,38.4,849,17.45,54163,0.5254
0.57,4.26,0.607,19.3,1422,1.0,5313,0.8412
4.71,4.68,0.601,118.7,446,11.17,42751,0.6048
1.73,3.81,0.864,26.4,74,3.2,16527,0.6437
0.58,3.41,0.644,65.2,323,5.1,4908,0.6124
2.8,4.06,0.77,60.3,1441,5.56,24546,0.5322
6.25,4.56,0.54,37.5,1527,14.86,82497,0.77
0.32,4.03,0.869,89.1,202,2.05,2998,0.5773
4.17,4.68,0.729,54.1,622,9.88,51001,0.6872
3.9,3.37,0.914,39.7,842,6.3,55710,0.5841
2.84,3.76,0.928,75.7,1243,9.22,36224,0.5332
3.16,4.68,0.625,18.5,1063,11.53,44810,0.8229
4.08,4.18,0.522,74.2,905,10.82,43708,0.673
1.76,4.63,0.817,95.5,1363,4.99,18389,0.741
1.88,4.43,0.775,82.5,1944,5.01,18387,0.7653
9.11,3.9,0.599,65.7,1053,25.06,115652,0.5781
0.2,3.27,0.742,39.6,361,1.81,2648,0.5901
8.32,3.97,0.637,51.4,1485,19.73,117306,0.5135
3.87,4.42,0.587,52.4,1352,9.79,43387,0.6262
1.79,3.57,0.623,56.2,1709,5.83,16923,0.7023
1.42,3.83,0.638,111.7,19,4.59,12792,0.4813
2.42,4.54,0.863,116.9,1614,5.53,35710,0.6398
3.92,4.34,0.876,26.9,1883,10.77,40615,0.6822
1.05,4.83,0.994,93.5,992,1.0,14258,0.8106
0.2,3.02,0.659,59.7,334,1.06,2587,0.5371
0.51,4.24,0.639,16.8,1191,1.0,7181,0.7883
5.33,3.93,0.837,46.8,187,13.01,43071,0.5781
0.65,4.34,0.936,79.6,1560,1.35,5601,0.7852
6.24,4.38,0.902,118.8,69,13.99,63017,0.472
1.01,3.83,0.656,94.9,406,1.0,11841,0.6158
8.33,4.07,0.57,22.1,1815,18.1,83410,0.6131
2.18,3.2,0.622,52.6,817,4.09,24357,0.5766
1.3,4.92,0.621,20.9,1699,6.84,15647,0.9965
2.12,3.64,0.714,41.9,1764,6.1,27753,0.6508
6.57,4.29,0.706,75.0,1098,18.19,56418,0.6403
5.03,3.43,0.516,56.7,1628,10.62,54606,0.4694
1.26,4.67,0.794,34.6,787,2.69,12038,0.8166
1.49,4.1,0.564,119.9,365,5.36,17775,0.499
12.54,3.86,0.954,67.1,546,31.35,142558,0.4636
0.46,3.36,0.896,89.4,988,1.06,4428,0.6115
